NCTId;LeadSponsorName;LeadSponsorClass;CollaboratorName;CollaboratorClass;Condition;StudyType;OverallOfficialName;OverallOfficialAffiliation;OverallOfficialRole;ResponsiblePartyType;ResponsiblePartyInvestigatorFullName;ResponsiblePartyInvestigatorAffiliation;ResponsiblePartyInvestigatorTitle
NCT05223218;Namida Lab;INDUSTRY;['CARTI'];['UNKNOWN'];['Breast Cancer', 'Ovarian Cancer', 'Pancreatic Cancer', 'Prostate Cancer', 'Melanoma'];Observational;Prashanth Ravishankar, PhD;Namida Lab Inc;Principal Investigator;Sponsor;;;
NCT05224310;Suez Canal University;OTHER;;;['Mastectomy', 'Breast Cancer'];Interventional;Abdelrhman Alshawadfy, MD;Suez Canal University;Principal Investigator;Principal Investigator;Abdelrhman Alshawadfy;Suez Canal University;Lecturer of anesthesia and intensive care
NCT05225428;Dana-Farber Cancer Institute;OTHER;['National Human Genome Research Institute (NHGRI)'];['NIH'];['Genetic Testing', 'Breast Cancer', 'Ovarian Cancer', 'Pancreatic Cancer', 'Prostate Cancer', 'Colorectal Cancer', 'Renal Cancer', 'Melanoma', 'Sarcoma'];Interventional;Huma Q. Rana, MD., MPH;Dana-Farber Cancer Institute;Principal Investigator;Principal Investigator;Huma Rana;Dana-Farber Cancer Institute;Principal Investigator
NCT05226871;Pfizer;INDUSTRY;;;['Breast Cancer', 'Head and Neck Cancer'];Interventional;Pfizer CT.gov Call Center;Pfizer;Study Director;Sponsor;;;
NCT05227131;MedSIR;OTHER;['Seagen Inc.'];['INDUSTRY'];['Metastatic Breast Cancer', 'Advanced Breast Cancer', 'HER2-positive Breast Cancer'];Interventional;Javier Cortés, MD, PhD;MedSIR;Principal Investigator;Sponsor;;;
NCT05228951;Shengjing Hospital;OTHER;;;['Breast Cancer'];Interventional;Cai-Gang Liu, PHD;Shengjing Hospital;Principal Investigator;Principal Investigator;Caigang Liu;Shengjing Hospital;Professor
NCT05230810;Criterium, Inc.;INDUSTRY;['Seagen Inc.'];['INDUSTRY'];['HER2-positive Metastatic Breast Cancer'];Interventional;Elena Shagisultanova, MD;University of Colorado, Denver;Principal Investigator;Sponsor;;;
NCT05232916;Greenwich LifeSciences, Inc.;INDUSTRY;;;['Breast Cancer'];Interventional;Mothaffar F Rimawi, MD;Baylor College of Medicine;Principal Investigator;Sponsor;;;
NCT05233696;University of Colorado, Denver;OTHER;['Cancer League of Colorado'];['OTHER'];['Triple Negative Breast Cancer', 'Locally Advanced Breast Cancer', 'Unresectable Breast Carcinoma', 'Metastatic Breast Cancer', 'PD-L1 Gene Mutation'];Interventional;Jennifer Diamond, MD;University of Colorado, Denver;Principal Investigator;Sponsor;;;
NCT05233800;Medstar Health Research Institute;OTHER;['Dana-Farber Cancer Institute'];['OTHER'];['Breast Cancer Survivor', 'Insomnia'];Interventional;Hannah Arem, PhD;Medstar Health Research Institute;Principal Investigator;Principal Investigator;Hannah Arem;Medstar Health Research Institute;Scientific Director, Implementation Science
NCT05234021;OnkoZentrum Zürich AG;OTHER;['Palleos Healthcare GmbH'];['INDUSTRY'];['HER2-positive Breast Cancer', 'Biosimilar', 'Patient Reported Outcome'];Observational;Andreas Trojan, M.D.;Seespital Horgen;Principal Investigator;Sponsor;;;
NCT05234502;Necmettin Erbakan University;OTHER;;;['Breast Cancer Female'];Interventional;Şenay Burçin ALKAN, MSc;Necmettin Erbakan University;Principal Investigator;Principal Investigator;Mehmet Artac;Necmettin Erbakan University;Proffessor Doctor
NCT05234606;Silverback Therapeutics;INDUSTRY;;;['Urothelial Carcinoma', 'Triple Negative Breast Cancer', 'Non-small Cell Lung Cancer', 'Squamous Cell Carcinoma of Head and Neck', 'Hormone Receptor-positive/HER2-negative Breast Cancer'];Interventional;Natasha Angra, PharmD;Silverback Therapeutics, Inc.;Study Director;Sponsor;;;
NCT05234996;Fondazione Policlinico Universitario Agostino Gemelli IRCCS;OTHER;;;['Breast Cancer'];Interventional;Fabi Alessandra;Regina Elena Cancer Institute;Study Director;Principal Investigator;FABI ALESSANDRA;Regina Elena Cancer Institute;Principal Investigator
NCT05236387;Johns Hopkins University;OTHER;['Cardinal Health'];['INDUSTRY'];['Breast Cancer'];Observational;Mehran Habibi, MD;Johns Hopkins Bayview;Principal Investigator;Sponsor;;;
NCT05238831;OHSU Knight Cancer Institute;OTHER;['Genentech, Inc.'];['INDUSTRY'];['Anatomic Stage III Breast Cancer AJCC v8', 'Anatomic Stage IV Breast Cancer AJCC v8', 'Locally Advanced Breast Carcinoma', 'Locally Advanced Malignant Solid Neoplasm', 'Locally Advanced Ovarian Carcinoma', 'Metastatic Breast Carcinoma', 'Metastatic Malignant Solid Neoplasm', 'Metastatic Ovarian Carcinoma', 'Refractory Breast Carcinoma', 'Refractory Malignant Solid Neoplasm', 'Refractory Ovarian Carcinoma', 'Stage III Ovarian Cancer AJCC v8', 'Stage IV Ovarian Cancer AJCC v8', 'Unresectable Malignant Solid Neoplasm', 'Unresectable Ovarian Carcinoma'];Interventional;Lara Davis, M.D.;OHSU Knight Cancer Institute;Principal Investigator;Principal Investigator;Lara Davis;OHSU Knight Cancer Institute;Principal Investigator
NCT05239143;Poseida Therapeutics, Inc.;INDUSTRY;;;['Breast Cancer', 'Ovarian Cancer', 'Non Small Cell Lung Cancer', 'Colorectal Cancer', 'Pancreatic Cancer', 'Renal Cell Carcinoma', 'Nasopharyngeal Cancer', 'Head and Neck Squamous Cell Carcinoma', 'Gastric Cancer'];Interventional;Rajesh Belani, M.D.;Sponsor Executive Medical Director;Study Director;Sponsor;;;
NCT05241119;Shengjing Hospital;OTHER;;;['Breast Cancer'];Interventional;Jianyi Jianyi, Master;Cancer Hospital of China Medical University, Liaoning Cancer Hospital;Principal Investigator;Principal Investigator;Jianyi Li;Shengjing Hospital;Principal Investigator
NCT05241925;University of Nove de Julho;OTHER;;;['Breast Cancer Female', 'Exercise Addiction'];Interventional;Luciana Sampaio, PhD;University of Nove de Julho;Principal Investigator;Principal Investigator;LUCIANA MARIA MALOSA SAMPAIO;University of Nove de Julho;PhD
NCT05243056;Ohio State University Comprehensive Cancer Center;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Anatomic Stage I Breast Cancer AJCC v8', 'Anatomic Stage IA Breast Cancer AJCC v8', 'Anatomic Stage IB Breast Cancer AJCC v8', 'Anatomic Stage II Breast Cancer AJCC v8', 'Anatomic Stage IIA Breast Cancer AJCC v8', 'Anatomic Stage IIB Breast Cancer AJCC v8', 'Anatomic Stage III Breast Cancer AJCC v8', 'Anatomic Stage IIIA Breast Cancer AJCC v8', 'Anatomic Stage IIIB Breast Cancer AJCC v8', 'Anatomic Stage IIIC Breast Cancer AJCC v8', 'Prognostic Stage I Breast Cancer AJCC v8', 'Prognostic Stage IA Breast Cancer AJCC v8', 'Prognostic Stage IB Breast Cancer AJCC v8', 'Prognostic Stage II Breast Cancer AJCC v8', 'Prognostic Stage IIA Breast Cancer AJCC v8', 'Prognostic Stage IIB Breast Cancer AJCC v8', 'Prognostic Stage III Breast Cancer AJCC v8', 'Prognostic Stage IIIA Breast Cancer AJCC v8', 'Prognostic Stage IIIB Breast Cancer AJCC v8', 'Prognostic Stage IIIC Breast Cancer AJCC v8'];Interventional;Timiya Nolan, PhD;Ohio State University Comprehensive Cancer Center;Principal Investigator;Principal Investigator;Timiya Nolan;Ohio State University Comprehensive Cancer Center;Principal Investigator
NCT05243641;M.D. Anderson Cancer Center;OTHER;['Puma Biotechnology, Inc.'];['INDUSTRY'];['Metastatic Breast Cancer', 'Breast Cancer'];Interventional;Rachel Layman;M.D. Anderson Cancer Center;Principal Investigator;Sponsor;;;
NCT05244434;City of Hope Medical Center;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Advanced Breast Adenocarcinoma', 'Advanced HER2-Negative Breast Carcinoma', 'Anatomic Stage III Breast Cancer AJCC v8', 'Anatomic Stage IIIA Breast Cancer AJCC v8', 'Anatomic Stage IIIB Breast Cancer AJCC v8', 'Anatomic Stage IIIC Breast Cancer AJCC v8', 'Anatomic Stage IV Breast Cancer AJCC v8', 'Hormone Receptor-Positive Breast Carcinoma', 'Metastatic Breast Adenocarcinoma', 'Metastatic HER2-Negative Breast Carcinoma', 'Prognostic Stage III Breast Cancer AJCC v8', 'Prognostic Stage IIIA Breast Cancer AJCC v8', 'Prognostic Stage IIIB Breast Cancer AJCC v8', 'Prognostic Stage IIIC Breast Cancer AJCC v8', 'Prognostic Stage IV Breast Cancer AJCC v8'];Interventional;Yuan Yuan;City of Hope Medical Center;Principal Investigator;Sponsor;;;
NCT05245162;University of Colorado, Denver;OTHER;;;['Breast Cancer Female'];Observational;Jamie Studts, PhD;University of Colorado, Denver;Principal Investigator;Sponsor;;;
NCT05245812;Deborah Farr, MD;OTHER;;;['Breast Cancer', 'High Risk of Breast Cancer'];Interventional;Deborah Farr, MD, FACS;UT Southwestern Medical Center;Principal Investigator;Sponsor-Investigator;Deborah Farr, MD;University of Texas Southwestern Medical Center;ASSOC PROFESSOR
NCT05246592;Xiangyun Zong;OTHER;;;['Breast Cancer Lymphedema'];Observational;XIANGYUN ZONG, MD, PhD;Shanghai Jiao Tong University School of Medicine;Study Chair;Sponsor-Investigator;Xiangyun Zong;Shanghai Jiao Tong University Affiliated Sixth People's Hospital;Head of Breast Cancer, Principal Investigator, Clinical Professor
NCT05246735;Dartmouth-Hitchcock Medical Center;OTHER;['Dartmouth College'];['OTHER'];['Breast Cancer'];Interventional;Keith D Paulsen, PhD;Dartmouth College;Principal Investigator;Principal Investigator;Keith D. Paulsen;Dartmouth-Hitchcock Medical Center;Professor of Engineering
NCT05250336;Sanjay Gandhi Postgraduate Institute of Medical Sciences;OTHER_GOV;;;['Breast Cancer', 'Tumor Infiltrating Lymphocytes', 'Programmed Cell Death Ligand 1'];Observational;Gaurav Agarwal;Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow, India;Principal Investigator;Principal Investigator;Gaurav Agarwal;Sanjay Gandhi Postgraduate Institute of Medical Sciences;Professor of Endocrine and Breast Surgery
NCT05251714;Treadwell Therapeutics, Inc;INDUSTRY;;;['Advanced Solid Tumor', 'Breast Cancer'];Interventional;R Wesolowski;The Ohio State University Comprehensive Cancer Center;Principal Investigator;Sponsor;;;
NCT05252780;Olga Lucia Sarmiento;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Physical Inactivity', 'Breast Cancer'];Interventional;Olga Lucía Sarmiento, PhD;Department of Public Health, School of Medicine, Universidad de los Andes, Bogotá, Colombia;Principal Investigator;Sponsor-Investigator;Olga Lucia Sarmiento;University of Los Andes, Columbia;Professor School of Medicine, Epidemiology, Universidad de los Andes, Bogota, Colombia
NCT05252988;Spanish Breast Cancer Research Group;OTHER;['Pierre Fabre Laboratories'];['INDUSTRY'];['Early-stage Breast Cancer', 'HER2 Positive Breast Cancer', 'Hormone Receptor Positive'];Interventional;Study Director Study Director;Hospital General Universitario Gregorio Marañón;Study Director;Sponsor;;;
NCT05252988;Spanish Breast Cancer Research Group;OTHER;['Pierre Fabre Laboratories'];['INDUSTRY'];['Early-stage Breast Cancer', 'HER2 Positive Breast Cancer', 'Hormone Receptor Positive'];Interventional;Study Director Study Director;Insititut Català d'Oncologia de L'Hospitalet;Study Director;Sponsor;;;
NCT05253170;Seoul National University Bundang Hospital;OTHER;['Seoul National University Hospital'];['OTHER'];"['Breast Cancer', 'Radiotherapy; Complications']";Interventional;In Ah Kim, MD. PhD.;Seoul National University Bundang Hospital;Principal Investigator;Principal Investigator;In Ah Kim;Seoul National University Bundang Hospital;Professor
NCT05253911;iOMEDICO AG;INDUSTRY;['Seagen Inc.'];['INDUSTRY'];['HER2-positive Breast Cancer'];Observational;Anja Welt, PD Dr.;Universitätsklinikum Essen, Innere Klinik (Tumorforschung);Study Chair;Sponsor;;;
NCT05254678;University of Alberta;OTHER;;;['Breast Cancer', 'Upper Extremity Dysfunction'];Interventional;Margaret McNeely;University of Alberta;Principal Investigator;Sponsor;;;
NCT05255666;Washington University School of Medicine;OTHER;['Ipsen'];['INDUSTRY'];['Triple Negative Breast Cancer', 'Brain Metastases'];Interventional;Ashley Frith, M.D.;Washington University School of Medicine;Principal Investigator;Sponsor;;;
NCT05256745;Georgetown University;OTHER;;;['Cancer Related Cognitive Decline', 'Non-metastatic Breast Cancer'];Interventional;Candace Mainor, MD;Georgetown University;Principal Investigator;Sponsor;;;
NCT05257395;Xuanzhu Biopharmaceutical Co., Ltd.;INDUSTRY;;;['Advanced Breast Cancer'];Interventional;Qingyuan Zhang;Harbin Medical University;Principal Investigator;Sponsor;;;
NCT05257577;Tampere University Hospital;OTHER;['North Karelia Central Hospital'];['OTHER'];['Breast Cancer', 'Quality of Life', 'Patient Satisfaction', 'Resection Margin', 'Surgical Margin', 'Multidisciplinary Communication'];Observational;Niku KJ Oksala, Professor;Tampere University Hospital, Tampere University;Principal Investigator;Sponsor;;;
NCT05258344;Hacettepe University;OTHER;;;['Breast Cancer', 'Functional Performance', 'Upper Extremity'];Observational;Ebru Calik Kutukcu, PhD;Hacettepe University;Principal Investigator;Principal Investigator;Ebru Calik Kutukcu;Hacettepe University;Associate Professor
NCT05258383;Assistance Publique - Hôpitaux de Paris;OTHER;"[""Commissariat A L'energie Atomique""]";['OTHER_GOV'];['Lung Neoplasm', 'Pelvic Neoplasm', 'Breast Cancer', 'Cancer, Otorhinolaryngeal', 'Cancer Pediatric'];Observational;Philippe GIRAUD, MD, PhD;Assistance Publique - Hôpitaux de Paris;Principal Investigator;Sponsor;;;
NCT05258461;Peking Union Medical College Hospital;OTHER;;;['Breast Cancer'];Interventional;Yan Li, Doctor;Department of Breast Surgery, Peking Union Medical College Hospital, Peking Union Medical College, Chinese Academy of Medical Sciences;Study Director;Sponsor;;;
NCT05258526;Hospital de Clinicas de Porto Alegre;OTHER;;;['Breast Cancer', 'Prostate Cancer'];Interventional;Daniel Umpierre de Moraes, PhD;Hospital de Clínicas de Porto Alegre;Principal Investigator;Sponsor;;;
NCT05258539;Assistance Publique - Hôpitaux de Paris;OTHER;;;['Breast Cancer'];Interventional;Catherine UZAN, Pr;Hôpital Pitié Salpêtrière - Assistance Publique Hôpitaux de Paris;Principal Investigator;Sponsor;;;
NCT05258747;Sandoz;INDUSTRY;;;['Ovarian Cancer', 'Breast Cancer'];Interventional;Sandoz;Sandoz;Study Director;Sponsor;;;
NCT05259267;Dokuz Eylul University;OTHER;['The Scientific and Technological Research Council of Turkey'];['OTHER'];['Breast Cancer'];Interventional;Cennet Yastıbaş-Kaçar, MD;Dokuz Eylul University;Study Chair;Principal Investigator;Cennet Yastıbaş;Dokuz Eylul University;Research Assistant, PhD candidate, clinical psychologist
NCT05259410;University of Illinois at Chicago;OTHER;;;['Breast Cancer Female'];Interventional;Kelsey Gabel, MS, RD, PhD;UIC;Principal Investigator;Principal Investigator;Kelsey Nicole Dipman Gabel;University of Illinois at Chicago;Clinical Assistant Professor, Postdoctoral Research Associate
NCT05262400;Pfizer;INDUSTRY;;;['Breast Cancer', 'Solid Tumors'];Interventional;Pfizer CT.gov Call Center;Pfizer;Study Director;Sponsor;;;
NCT05263362;Erasmus Medical Center;OTHER;['Maasstad hospital, Rotterdam, the Netherlands'];['UNKNOWN'];['Breast Fibrosis', 'Breast Cancer', 'Breast Cancer Female', 'Breast Neoplasms', 'Breast Carcinoma in Situ', 'Breast Carcinoma'];Observational;R.A. Nout, Professor;Erasmus Medical Center;Study Director;Principal Investigator;E.A.M. Froklage;Erasmus Medical Center;MD, PhD, Principal Investigator
NCT05263362;Erasmus Medical Center;OTHER;['Maasstad hospital, Rotterdam, the Netherlands'];['UNKNOWN'];['Breast Fibrosis', 'Breast Cancer', 'Breast Cancer Female', 'Breast Neoplasms', 'Breast Carcinoma in Situ', 'Breast Carcinoma'];Observational;E.A.M. Froklage, MD, PhD;Erasmus Medical Center;Principal Investigator;Principal Investigator;E.A.M. Froklage;Erasmus Medical Center;MD, PhD, Principal Investigator
NCT05263362;Erasmus Medical Center;OTHER;['Maasstad hospital, Rotterdam, the Netherlands'];['UNKNOWN'];['Breast Fibrosis', 'Breast Cancer', 'Breast Cancer Female', 'Breast Neoplasms', 'Breast Carcinoma in Situ', 'Breast Carcinoma'];Observational;M.B.E. Menke-Pluijmers, MD, PhD;Albert Schweitzer Hospital;Principal Investigator;Principal Investigator;E.A.M. Froklage;Erasmus Medical Center;MD, PhD, Principal Investigator
NCT05263570;Shengjing Hospital;OTHER;;;['Breast Cancer'];Observational;Caigang Liu, PHD;Shengjing Hospital;Study Chair;Principal Investigator;Caigang Liu;Shengjing Hospital;Professor
NCT05263648;University of Oklahoma;OTHER;;;['Breast Cancer', 'Head and Neck Cancer'];Interventional;Christina Henson, MD;Stephenson Cancer Center;Principal Investigator;Sponsor;;;
NCT05263869;Shanghai Miracogen Inc.;INDUSTRY;;;['Breast Cancer With Liver Metastases'];Interventional;Zefei Jiang, MD;Fifth Medical Center of PLA General Hospital;Principal Investigator;Sponsor;;;
NCT05263869;Shanghai Miracogen Inc.;INDUSTRY;;;['Breast Cancer With Liver Metastases'];Interventional;Qiang Liu, MD;Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University;Principal Investigator;Sponsor;;;
NCT05265715;Washington University School of Medicine;OTHER;['American Cancer Society, Inc.'];['OTHER'];['Breast Cancer'];Interventional;Lindsay Peterson, M.D., MSCR;Washington University School of Medicine;Principal Investigator;Sponsor;;;
NCT05266105;Olema Pharmaceuticals, Inc.;INDUSTRY;['Pfizer'];['INDUSTRY'];['Breast Cancer'];Interventional;Sue Johnson;Olema Pharmaceuticals, Inc.;Study Director;Sponsor;;;
NCT05266300;University of Southern Denmark;OTHER;['Odense University Hospital'];['OTHER'];['Adverse Drug Event', 'Colon Cancer', 'Breast Cancer', 'Pancreas Cancer', 'Rectal Cancer', 'Gastric Cancer', 'Oesophageal Cancer', 'Bile Duct Cancer'];Observational;Per Damkier, MD, PhD;University of Southern Denmark;Principal Investigator;Principal Investigator;Per Damkier;University of Southern Denmark;MD, ph.d. Clinical Professor,
NCT05266937;Consorzio Oncotech;OTHER;;;['Metastatic Breast Cancer', 'Triple Negative Breast Cancer', 'PD-L1 Gene Mutation'];Interventional;Lucia Del Mastro, MD;San Martino Hospital, Genova;Study Director;Sponsor;;;
NCT05269160;Michelle S Ludwig;OTHER;;;['Radiation Dermatitis', 'Breast Cancer', 'Head and Neck Cancer'];Interventional;Michelle S Ludwig, MD, MPH, PhD;Baylor College of Medicine;Principal Investigator;Sponsor-Investigator;Michelle S Ludwig;Baylor College of Medicine;Associate Professor
NCT05269186;Centre Hospitalier Departemental Vendee;OTHER;;;['Breast Cancer', 'Pelvic Cancer'];Interventional;Stéphanie Guedon;stephanie.guedon@ght85.fr;Principal Investigator;Sponsor;;;
NCT05269381;Mayo Clinic;OTHER;;;['Anatomic Stage III Breast Cancer AJCC v8', 'Anatomic Stage IIIA Breast Cancer AJCC v8', 'Anatomic Stage IIIB Breast Cancer AJCC v8', 'Anatomic Stage IIIC Breast Cancer AJCC v8', 'Anatomic Stage IV Breast Cancer AJCC v8', 'Clinical Stage III Cutaneous Melanoma AJCC v8', 'Clinical Stage III Gastric Cancer AJCC v8', 'Clinical Stage III Gastroesophageal Junction Adenocarcinoma AJCC v8', 'Clinical Stage III Merkel Cell Carcinoma AJCC v8', 'Clinical Stage IV Cutaneous Melanoma AJCC v8', 'Clinical Stage IV Gastric Cancer AJCC v8', 'Clinical Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8', 'Clinical Stage IV Merkel Cell Carcinoma AJCC v8', 'Clinical Stage IVA Gastric Cancer AJCC v8', 'Clinical Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8', 'Clinical Stage IVB Gastric Cancer AJCC v8', 'Clinical Stage IVB Gastroesophageal Junction Adenocarcinoma AJCC v8', 'Locally Advanced Cervical Carcinoma', 'Locally Advanced Endometrial Carcinoma', 'Locally Advanced Gastric Adenocarcinoma', 'Locally Advanced Gastroesophageal Junction Adenocarcinoma', 'Locally Advanced Head and Neck Squamous Cell Carcinoma', 'Locally Advanced Hepatocellular Carcinoma', 'Locally Advanced Lung Non-Small Cell Carcinoma', 'Locally Advanced Malignant Solid Neoplasm', 'Locally Advanced Melanoma', 'Locally Advanced Merkel Cell Carcinoma', 'Locally Advanced Renal Cell Carcinoma', 'Locally Advanced Skin Squamous Cell Carcinoma', 'Locally Advanced Triple-Negative Breast Carcinoma', 'Locally Advanced Unresectable Breast Carcinoma', 'Locally Advanced Unresectable Cervical Carcinoma', 'Locally Advanced Unresectable Gastric Adenocarcinoma', 'Locally Advanced Unresectable Gastroesophageal Junction Adenocarcinoma', 'Locally Advanced Unresectable Renal Cell Carcinoma', 'Locally Advanced Urothelial Carcinoma', 'Metastatic Cervical Carcinoma', 'Metastatic Endometrial Carcinoma', 'Metastatic Gastric Adenocarcinoma', 'Metastatic Gastroesophageal Junction Adenocarcinoma', 'Metastatic Head and Neck Squamous Cell Carcinoma', 'Metastatic Hepatocellular Carcinoma', 'Metastatic Lung Non-Small Cell Carcinoma', 'Metastatic Malignant Solid Neoplasm', 'Metastatic Melanoma', 'Metastatic Merkel Cell Carcinoma', 'Metastatic Renal Cell Carcinoma', 'Metastatic Skin Squamous Cell Carcinoma', 'Metastatic Triple-Negative Breast Carcinoma', 'Metastatic Urothelial Carcinoma', 'Pathologic Stage III Cutaneous Melanoma AJCC v8', 'Pathologic Stage III Gastric Cancer AJCC v8', 'Pathologic Stage III Gastroesophageal Junction Adenocarcinoma AJCC v8', 'Pathologic Stage III Merkel Cell Carcinoma AJCC v8', 'Pathologic Stage IIIA Cutaneous Melanoma AJCC v8', 'Pathologic Stage IIIA Gastric Cancer AJCC v8', 'Pathologic Stage IIIA Gastroesophageal Junction Adenocarcinoma AJCC v8', 'Pathologic Stage IIIB Cutaneous Melanoma AJCC v8', 'Pathologic Stage IIIB Gastric Cancer AJCC v8', 'Pathologic Stage IIIB Gastroesophageal Junction Adenocarcinoma AJCC v8', 'Pathologic Stage IIIC Cutaneous Melanoma AJCC v8', 'Pathologic Stage IIIC Gastric Cancer AJCC v8', 'Pathologic Stage IIID Cutaneous Melanoma AJCC v8', 'Pathologic Stage IV Cutaneous Melanoma AJCC v8', 'Pathologic Stage IV Gastric Cancer AJCC v8', 'Pathologic Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8', 'Pathologic Stage IV Merkel Cell Carcinoma AJCC v8', 'Pathologic Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8', 'Pathologic Stage IVB Gastroesophageal Junction Adenocarcinoma AJCC v8', 'Postneoadjuvant Therapy Stage III Gastric Cancer AJCC v8', 'Postneoadjuvant Therapy Stage III Gastroesophageal Junction Adenocarcinoma AJCC v8', 'Postneoadjuvant Therapy Stage IIIA Gastroesophageal Junction Adenocarcinoma AJCC v8', 'Postneoadjuvant Therapy Stage IIIB Gastroesophageal Junction Adenocarcinoma AJCC v8', 'Postneoadjuvant Therapy Stage IV Gastric Cancer AJCC v8', 'Postneoadjuvant Therapy Stage IV Gastroesophageal Junction Adenocarcinoma AJCC v8', 'Postneoadjuvant Therapy Stage IVA Gastroesophageal Junction Adenocarcinoma AJCC v8', 'Postneoadjuvant Therapy Stage IVB Gastroesophageal Junction Adenocarcinoma AJCC v8', 'Prognostic Stage III Breast Cancer AJCC v8', 'Prognostic Stage IIIA Breast Cancer AJCC v8', 'Prognostic Stage IIIB Breast Cancer AJCC v8', 'Prognostic Stage IIIC Breast Cancer AJCC v8', 'Prognostic Stage IV Breast Cancer AJCC v8', 'Skin Squamous Cell Carcinoma', 'Stage III Cervical Cancer AJCC v8', 'Stage III Cutaneous Squamous Cell Carcinoma of the Head and Neck AJCC v8', 'Stage III Hepatocellular Carcinoma AJCC v8', 'Stage III Lung Cancer AJCC v8', 'Stage III Renal Cell Cancer AJCC v8', 'Stage III Uterine Corpus Cancer AJCC v8', 'Stage IIIA Cervical Cancer AJCC v8', 'Stage IIIA Hepatocellular Carcinoma AJCC v8', 'Stage IIIA Lung Cancer AJCC v8', 'Stage IIIA Uterine Corpus Cancer AJCC v8', 'Stage IIIB Cervical Cancer AJCC v8', 'Stage IIIB Hepatocellular Carcinoma AJCC v8', 'Stage IIIB Lung Cancer AJCC v8', 'Stage IIIB Uterine Corpus Cancer AJCC v8', 'Stage IIIC Lung Cancer AJCC v8', 'Stage IIIC Uterine Corpus Cancer AJCC v8', 'Stage IIIC1 Uterine Corpus Cancer AJCC v8', 'Stage IIIC2 Uterine Corpus Cancer AJCC v8', 'Stage IV Cervical Cancer AJCC v8', 'Stage IV Cutaneous Squamous Cell Carcinoma of the Head and Neck AJCC v8', 'Stage IV Hepatocellular Carcinoma AJCC v8', 'Stage IV Lung Cancer AJCC v8', 'Stage IV Renal Cell Cancer AJCC v8', 'Stage IV Uterine Corpus Cancer AJCC v8', 'Stage IVA Cervical Cancer AJCC v8', 'Stage IVA Hepatocellular Carcinoma AJCC v8', 'Stage IVA Lung Cancer AJCC v8', 'Stage IVA Uterine Corpus Cancer AJCC v8', 'Stage IVB Cervical Cancer AJCC v8', 'Stage IVB Hepatocellular Carcinoma AJCC v8', 'Stage IVB Lung Cancer AJCC v8', 'Stage IVB Uterine Corpus Cancer AJCC v8', 'Triple-Negative Breast Carcinoma', 'Unresectable Cervical Carcinoma', 'Unresectable Endometrial Carcinoma', 'Unresectable Gastric Adenocarcinoma', 'Unresectable Gastroesophageal Junction Adenocarcinoma', 'Unresectable Head and Neck Squamous Cell Carcinoma', 'Unresectable Hepatocellular Carcinoma', 'Unresectable Lung Non-Small Cell Carcinoma', 'Unresectable Malignant Solid Neoplasm', 'Unresectable Melanoma', 'Unresectable Merkel Cell Carcinoma', 'Unresectable Renal Cell Carcinoma', 'Unresectable Skin Squamous Cell Carcinoma', 'Unresectable Triple-Negative Breast Carcinoma', 'Unresectable Urothelial Carcinoma'];Interventional;Yanyan Lou;Mayo Clinic;Principal Investigator;Sponsor;;;
